pdbid,-logKd/Ki,protein_name,set,dataset
1p10,6.7,ALPHA-LYTIC PROTEASE,general,train
1rdt,6.7,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA,general,train
1rek,6.7,"CAMP-DEPENDENT PROTEIN KINASE, ALPHA-CATALYTIC",general,train
1unl,6.7,CYCLIN-DEPENDENT KINASE 5,general,train
1xdd,6.7,INTEGRIN ALPHA-L,general,train
1xr8,6.7,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, B-15",general,train
1z6q,6.7,GLYCOGEN PHOSPHORYLASE,general,train
2a5s,6.7,N-METHYL-D-ASPARTATE RECEPTOR NMDAR2A SUBUNIT,refined,train
2emt,6.7,RADIXIN,general,train
2eum,6.7,GLYCOLIPID TRANSFER PROTEIN,general,train
2evl,6.7,GLYCOLIPID TRANSFER PROTEIN,refined,train
2fwy,6.7,HEAT SHOCK PROTEIN HSP90-ALPHA,general,train
2is0,6.7,BETA-SECRETASE 1,general,train
2j2i,6.7,SERINE/THREONINE-PROTEIN KINASE,general,train
2kup,6.7,FIBROBLAST GROWTH FACTOR RECEPTOR SUBSTRATE 3,general,train
2lcs,6.7,NAP1-BINDING PROTEIN 2,general,train
2lkk,6.7,"FATTY ACID-BINDING PROTEIN, LIVER",general,train
2ow0,6.7,MATRIX METALLOPROTEINASE-9 (MMP-9),general,train
2oxx,6.7,"CASEIN KINASE II, ALPHA SUBUNIT",refined,train
2py4,6.7,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE,refined,train
2va7,6.7,BETA-SECRETASE 1,general,train
2x7d,6.7,KINESIN-LIKE PROTEIN KIF11,general,train
2xx5,6.7,ATP-DEPENDENT MOLECULAR CHAPERONE HSP82,general,train
3c7n,6.7,HEAT SHOCK PROTEIN HOMOLOG SSE1,general,train
3eko,6.7,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
3hzk,6.7,ANTIBODY FAB FARGMENT S73-2,refined,train
3ipb,6.7,TRANSTHYRETIN,general,train
3k3b,6.7,KINESIN-LIKE PROTEIN KIF11,general,train
3mb7,6.7,"CASEIN KINASE II, ALPHA SUBUNIT",general,train
3mhi,6.7,CARBONIC ANHYDRASE 2,refined,train
3oyl,6.7,PFV INTEGRASE,general,train
3pck,6.7,"PROTOCATECHUATE 3,4-DIOXYGENASE",refined,train
3pgu,6.7,LONG-CHAIN FATTY ACID TRANSPORT PROTEIN,refined,train
3rk7,6.7,CYCLIN-DEPENDENT KINASE 2,general,train
3sff,6.7,HISTONE DEACETYLASE 8,general,train
3t60,6.7,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE,refined,train
3t64,6.7,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE,refined,train
3upf,6.7,RNA-DEPENDENT RNA POLYMERASE,general,train
3zs0,6.7,MYELOPEROXIDASE LIGHT CHAIN,general,train
4apr,6.7,RHIZOPUSPEPSIN,general,train
4azy,6.7,BETA-SECRETASE 1,general,train
4bo0,6.7,3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE FABG,general,train
4ewn,6.7,IMIDAZOLE GLYCEROL PHOSPHATE SYNTHASE SUBUNIT HISF,refined,train
4f09,6.7,TYROSINE-PROTEIN KINASE JAK2,refined,train
4fns,6.7,ALPHA-GALACTOSIDASE AGAA,general,train
4hy0,6.7,E3 UBIQUITIN-PROTEIN LIGASE XIAP,general,train
4io2,6.7,GLUTAMATE RECEPTOR 1,refined,train
4jjs,6.7,GENOME POLYPROTEIN,general,train
4jyc,6.7,METHYLMALONYL-COA MUTASE ACCESSORY PROTEIN,refined,train
4jz1,6.7,SUPPRESSOR OF TUMORIGENICITY 14,refined,train
4k4f,6.7,TANKYRASE-1,general,train
4lh5,6.7,INTEGRASE,general,train
4lkj,6.7,HEMAGGLUTININ,general,train
4m13,6.7,TYROSINE-PROTEIN KINASE ITK/TSK,refined,train
4m14,6.7,TYROSINE-PROTEIN KINASE ITK/TSK,refined,train
4m7b,6.7,TANKYRASE-2,general,train
4mex,6.7,DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA,general,train
4mue,6.7,PANTOTHENATE SYNTHETASE,general,train
4mw2,6.7,METHIONYL-TRNA SYNTHETASE,general,train
4o1l,6.7,ADENOSINE KINASE,general,train
4o2p,6.7,TYROSINE-PROTEIN KINASE SRC,refined,train
4os2,6.7,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,general,train
4pyv,6.7,RENIN,general,train
4qhc,6.7,BETA-LACTAMASE,general,train
4qta,6.7,MITOGEN-ACTIVATED PROTEIN KINASE 1,general,train
4qtb,6.7,MITOGEN-ACTIVATED PROTEIN KINASE 3,general,train
4tzm,6.7,PROTEIN HTP-2,general,train
4u5t,6.7,VBP LEUCINE ZIPPER,general,train
4uit,6.7,BROMODOMAIN-CONTAINING PROTEIN 9,general,train
4uns,6.7,THYMIDYLATE KINASE,general,train
5ar4,6.7,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,general,train
5d75,6.7,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP3,general,train
5dhj,6.7,SERINE/THREONINE-PROTEIN KINASE PIM-1,general,train
5f2s,6.7,LYSINE-SPECIFIC DEMETHYLASE 4A,general,train
5g17,6.7,HISTONE DEACETYLASE-LIKE AMIDOHYDROLASE,refined,train
5g5v,6.7,PHOSPHODIESTERASE B1,refined,train
5i5x,6.7,"BRANCHED-CHAIN-AMINO-ACID AMINOTRANSFERASE, MITOCHONDRIAL",general,train
5kcx,6.7,SERINE/THREONINE-PROTEIN KINASE PIM-1,general,train
5l6j,6.7,UBIQUITIN-ACTIVATING ENZYME E1 1,general,train
5lc0,6.7,"NS2B-NS3 PROTEASE,NS2B-NS3 PROTEASE",general,train
5mmn,6.7,DNA GYRASE SUBUNIT B,general,train
5nvv,6.7,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2,refined,train
5tgc,6.7,ACTIN-RELATED PROTEIN 7,general,train
5v1d,6.7,EIF2AK3 PROTEIN,general,train
5v84,6.7,CAT EYE SYNDROME CRITICAL REGION PROTEIN 2,general,train
5wys,6.7,LUCIFERIN 4-MONOOXYGENASE,general,train
5y0g,6.7,"FATTY ACID-BINDING PROTEIN, ADIPOCYTE",general,train
5yzd,6.7,GLYCOPROTEIN F2,general,train
6c8p,6.7,MALATE SYNTHASE G,general,train
6ciy,6.7,BROMODOMAIN-CONTAINING PROTEIN 4,general,train
6d28,6.7,ENDOPLASMIN,general,train
6e4w,6.7,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT A,general,train
6ebe,6.7,CARBONIC ANHYDRASE 2,refined,train
6eda,6.7,CARBONIC ANHYDRASE 2,general,train
6f2n,6.7,BETA-LACTAMASE 2,general,train
6ftn,6.7,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
6fyi,6.7,DUAL SPECIFICITY PROTEIN KINASE CLK2,general,train
6g5j,6.7,GROUP 10 SECRETORY PHOSPHOLIPASE A2,general,train
6nao,6.7,CYCLIC GMP-AMP SYNTHASE,general,train
1w82,6.71,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
2f94,6.71,FARNESYL DIPHOSPHATE SYNTHASE,refined,train
4cd5,6.71,"ENDO-1,4-BETA MANNANASE, PUTATIVE, MAN26C",refined,train
4jrg,6.71,E3 UBIQUITIN-PROTEIN LIGASE MDM2,general,train
4og6,6.71,MENIN,general,train
4pvy,6.71,FARNESYL PYROPHOSPHATE SYNTHASE,refined,train
5kls,6.71,ION TRANSPORT PROTEIN,general,train
5odx,6.71,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
5op4,6.71,SERINE/THREONINE-PROTEIN KINASE CHK1,refined,train
5tt3,6.71,ALPHA-CARBONIC ANHYDRASE,refined,train
5u2f,6.71,BROMODOMAIN-CONTAINING PROTEIN 4,general,train
5z89,6.71,HYPOSENSITIVE TO LIGHT 7,general,train
6bvb,6.71,VON HIPPEL-LINDAU DISEASE TUMOR SUPPRESSOR,general,train
6ee2,6.71,PF-M17,general,train
6ghh,6.71,BETA-LACTOGLOBULIN,refined,train
6gi6,6.71,ACTIVIN RECEPTOR TYPE-1,general,train
1n4m,6.72,RETINOBLASTOMA POCKET,general,train
1ov3,6.72,NEUTROPHIL CYTOSOL FACTOR 1,general,train
1rbp,6.72,RETINOL-BINDING PROTEIN 4,refined,train
2f3f,6.72,BETA-SECRETASE 1,general,train
2jdu,6.72,FUCOSE-BINDING LECTIN PA-IIL,refined,train
2pjl,6.72,STEROID HORMONE RECEPTOR ERR1,general,train
2rt5,6.72,MSX2-INTERACTING PROTEIN,general,train
2vpn,6.72,PERIPLASMIC SUBSTRATE BINDING PROTEIN,refined,train
2w3o,6.72,BIFUNCTIONAL POLYNUCLEOTIDE PHOSPHATASE/KINASE,general,train
2x8i,6.72,SERINE/THREONINE-PROTEIN KINASE CHK1,general,train
2xc0,6.72,COAGULATION FACTOR XA,refined,train
2xne,6.72,SERINE/THREONINE-PROTEIN KINASE 6,general,train
2zz6,6.72,OROTIDINE 5'-MONOPHOSPHATE DECARBOXYLASE,general,train
3aqt,6.72,"BACTERIAL REGULATORY PROTEINS, TETR FAMILY",refined,train
3bm9,6.72,HEAT SHOCK PROTEIN HSP90-ALPHA,general,train
3bxz,6.72,PREPROTEIN TRANSLOCASE SUBUNIT SECA,general,train
3diw,6.72,TAX1-BINDING PROTEIN 3,general,train
3fun,6.72,LEUKOTRIENE A-4 HYDROLASE,general,train
3g7l,6.72,CHROMO DOMAIN-CONTAINING PROTEIN 1,general,train
3gst,6.72,GLUTATHIONE S-TRANSFERASE (ISOENZYME 3-3),refined,train
3kyr,6.72,BETA-SECRETASE 1,general,train
3l4v,6.72,MALTASE-GLUCOAMYLASE,refined,train
3l4z,6.72,MALTASE-GLUCOAMYLASE,refined,train
4bb4,6.72,EPHRIN TYPE-B RECEPTOR 4,general,train
4djv,6.72,BETA-SECRETASE 1,refined,train
4dv9,6.72,BETA-SECRETASE 1,general,train
4dvi,6.72,TANKYRASE-1,general,train
4flp,6.72,BROMODOMAIN TESTIS-SPECIFIC PROTEIN,refined,train
4h58,6.72,SERINE/THREONINE-PROTEIN KINASE B-RAF,general,train
4i73,6.72,INOSINE-ADENOSINE-GUANOSINE-NUCLEOSIDE HYDROLASE,general,train
4i74,6.72,INOSINE-ADENOSINE-GUANOSINE-NUCLEOSIDE HYDROLASE,refined,train
4lwc,6.72,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT,general,train
4o0a,6.72,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT,refined,train
4q4e,6.72,AMINOPEPTIDASE N,general,train
4raq,6.72,HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE,general,train
4uia,6.72,CARBOXYPEPTIDASE B,general,train
4xv9,6.72,SERINE/THREONINE-PROTEIN KINASE B-RAF,general,train
5e1m,6.72,N-TERMINAL XAA-PRO-LYS N-METHYLTRANSFERASE 1,general,train
5fwg,6.72,TETRA-(5-FLUOROTRYPTOPHANYL)-GLUTATHIONE,general,train
5izk,6.72,SELENOCYSTEINE-SPECIFIC ELONGATION FACTOR,general,train
5j1w,6.72,DUAL SPECIFICITY PROTEIN KINASE CLK1,general,train
5ng9,6.72,GLUTAMATE RECEPTOR 2,general,train
5o58,6.72,PHOSPHODIESTERASE TM1595,refined,train
5tqe,6.72,COAGULATION FACTOR VIIA (HEAVY CHAIN),general,train
5ulg,6.72,RETINOID ISOMEROHYDROLASE,general,train
5v3y,6.72,POLYKETIDE SYNTHASE PKS13,general,train
5vb7,6.72,"NUCLEAR RECEPTOR ROR-GAMMA, SRC2 CHIMERA",refined,train
5ya5,6.72,HEPATOCYTE GROWTH FACTOR RECEPTOR,refined,train
6dge,6.72,"N(G),N(G)-DIMETHYLARGININE DIMETHYLAMINOHYDROLASE 1",general,train
6etj,6.72,"6-PHOSPHOFRUCTO-2-KINASE/FRUCTOSE-2,6-BISPHOSPHATASE 3",general,train
6fo5,6.72,BROMODOMAIN-CONTAINING PROTEIN 4,refined,train
6ht8,6.72,HISTONE DEACETYLASE,general,train
6hu1,6.72,HISTONE DEACETYLASE,general,train
1jld,6.73,HIV-2 PROTEASE,general,train
1o6h,6.73,SQUALENE-HOPENE CYCLASE,general,train
1wvj,6.73,GLUTAMATE RECEPTOR 2,refined,train
1x7q,6.73,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, A-11",general,train
2cma,6.73,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",general,train
2q8s,6.73,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA,general,train
4a51,6.73,KINESIN-LIKE PROTEIN KIF11,general,train
4kby,6.73,STIMULATOR OF INTERFERON GENES PROTEIN,general,train
4mx0,6.73,NEURAMINIDASE,general,train
4pum,6.73,QUEUINE TRNA-RIBOSYLTRANSFERASE,refined,train
4r5b,6.73,CARBONIC ANHYDRASE 2,refined,train
4w9h,6.73,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2,refined,train
5aly,6.73,EPOXIDE HYDROLASE 2,general,train
5am6,6.73,FIBROBLAST GROWTH FACTOR RECEPTOR 1,refined,train
5gvm,6.73,SERINE HYDROXYMETHYLTRANSFERASE,general,train
5i8p,6.73,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,general,train
5ia0,6.73,EPHRIN TYPE-A RECEPTOR 2,refined,train
5js3,6.73,THERMOLYSIN,refined,train
1add,6.74,ADENOSINE DEAMINASE,refined,train
1r5h,6.74,METHIONINE AMINOPEPTIDASE 2,general,train
1tmb,6.74,THROMBIN ALPHA (SMALL SUBUNIT),general,train
1usi,6.74,LEUCINE-SPECIFIC BINDING PROTEIN,refined,train
2azc,6.74,PROTEASE RETROPEPSIN,general,train
2p3d,6.74,POL POLYPROTEIN,general,train
2pax,6.74,POLY (ADP-RIBOSE) POLYMERASE,general,train
2uzd,6.74,CELL DIVISION PROTEIN KINASE 2,general,train
2vex,6.74,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",general,train
2vj9,6.74,BETA-SECRETASE 1,general,train
2wxf,6.74,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
2x91,6.74,ANGIOTENSIN-CONVERTING ENZYME,refined,train
2x9e,6.74,DUAL SPECIFICITY PROTEIN KINASE TTK,general,train
2zc9,6.74,THROMBIN LIGHT CHAIN,refined,train
2zgx,6.74,THROMBIN LIGHT CHAIN,refined,train
3anq,6.74,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,general,train
3dgo,6.74,ATP-BINDING PROTEIN-DX,refined,train
3fh8,6.74,LEUKOTRIENE A-4 HYDROLASE,general,train
3fzy,6.74,RTX TOXIN RTXA,refined,train
3heg,6.74,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3hng,6.74,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1,general,train
3m67,6.74,CARBONIC ANHYDRASE 2,refined,train
3mv5,6.74,V-AKT MURINE THYMOMA VIRAL ONCOGENE HOMOLOG 1,general,train
3n6k,6.74,FARNESYL PYROPHOSPHATE SYNTHASE,general,train
3oim,6.74,CARBONIC ANHYDRASE 2,refined,train
3pdh,6.74,NAD-DEPENDENT DEACETYLASE,general,train
3pdq,6.74,LYSINE-SPECIFIC DEMETHYLASE 4A,general,train
3q6s,6.74,CHROMOBOX PROTEIN HOMOLOG 1,general,train
3r21,6.74,SERINE/THREONINE-PROTEIN KINASE 6,general,train
3s0n,6.74,CHYMASE,general,train
3wav,6.74,ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE,general,train
3zm5,6.74,UDP-N-ACETYLMURAMOYL-TRIPEPTIDE-D-ALANYL-D-ALANINE,general,train
4bo6,6.74,3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE FABG,general,train
4ca6,6.74,ANGIOTENSIN-CONVERTING ENZYME,refined,train
4cy1,6.74,WD REPEAT-CONTAINING PROTEIN 5,general,train
4ew3,6.74,TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE,refined,train
4f9y,6.74,MITOGEN-ACTIVATED PROTEIN KINASE 14,refined,train
4hwr,6.74,THREONINE-TRNA LIGASE,general,train
4j0t,6.74,BETA-SECRETASE 1,general,train
4lg6,6.74,ANKYRIN REPEAT FAMILY A PROTEIN 2,general,train
4lxz,6.74,HISTONE DEACETYLASE 2,refined,train
4odn,6.74,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE SLYD,general,train
4oyk,6.74,E3 UBIQUITIN-PROTEIN LIGASE RNF31,general,train
4p4e,6.74,GLUTAMATE CARBOXYPEPTIDASE 2,general,train
4rxz,6.74,PROTEIN MDM4,general,train
4wlb,6.74,NUCLEAR RECEPTOR ROR-GAMMA,general,train
4wmu,6.74,"MBP-MCL1 CHIMERA PROTEIN,INDUCED MYELOID LEUKEMIA C",general,train
4ylk,6.74,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,general,train
4zpf,6.74,BETA-SECRETASE 1,general,train
5fv7,6.74,FLAP ENDONUCLEASE 1,general,train
5ih8,6.74,MATERNAL EMBRYONIC LEUCINE ZIPPER KINASE,general,train
5j27,6.74,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
5nk2,6.74,EPHRIN TYPE-A RECEPTOR 2,refined,train
5u7m,6.74,ENVELOPE GLYCOPROTEIN GP160,general,train
5uzk,6.74,CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT ALPHA,general,train
5x73,6.74,"RETINAL ROD RHODOPSIN-SENSITIVE CGMP 3',5'-CYCLIC",general,train
5xsu,6.74,POLY [ADP-RIBOSE] POLYMERASE 1,general,train
5yu9,6.74,EPIDERMAL GROWTH FACTOR RECEPTOR,general,train
5za9,6.74,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B,refined,train
6bgv,6.74,"LYSINE-SPECIFIC DEMETHYLASE 5A, LINKED KDM5A JMJ DOMAIN",general,train
6di1,6.74,TYROSINE-PROTEIN KINASE BTK,general,train
6htz,6.74,HISTONE DEACETYLASE,general,train
1cx9,6.75,TRYPTOPHAN SYNTHASE ALPHA CHAIN,general,train
1h5u,6.75,GLYCOGEN PHOSPHORYLASE,general,train
3ekq,6.75,HIV-1 PROTEASE,general,train
3ikd,6.75,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE NIMA-INTERACTIN,refined,train
4ci2,6.75,DNA DAMAGE-BINDING PROTEIN 1,general,train
4cwt,6.75,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
6fa5,6.75,PUTATIVE MRNA SPLICING FACTOR,general,train
6faa,6.75,PUTATIVE MRNA SPLICING FACTOR,refined,train
6fac,6.75,PUTATIVE MRNA SPLICING FACTOR,general,train
1rw8,6.76,TGF-BETA RECEPTOR TYPE-1,general,train
1w22,6.76,HISTONE DEACETYLASE 8,general,train
2on6,6.76,PURINE NUCLEOSIDE PHOSPHORYLASE,refined,train
3ard,6.76,ANTIGEN-PRESENTING GLYCOPROTEIN CD1D1,general,train
4b4g,6.76,GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE,general,train
4dce,6.76,ALK TYROSINE KINASE RECEPTOR,general,train
4fn5,6.76,ELONGATION FACTOR G 1,general,train
4hlc,6.76,THYMIDYLATE KINASE,general,train
4jg0,6.76,ANTIBODY FAB LIGHT CHAIN,general,train
4jzf,6.76,COAGULATION FACTOR VIIA (HEAVY CHAIN),general,train
4pvx,6.76,FARNESYL PYROPHOSPHATE SYNTHASE,refined,train
5jmw,6.76,1-DEOXY-D-XYLULOSE 5-PHOSPHATE REDUCTOISOMERASE,general,train
5klt,6.76,IMPORTIN SUBUNIT ALPHA-1,general,train
5nr8,6.76,CHITOTRIOSIDASE-1,general,train
5q0u,6.76,BILE ACID RECEPTOR,general,train
5wa9,6.76,HISTIDINE TRIAD NUCLEOTIDE-BINDING PROTEIN 1,refined,train
6f9v,6.76,ANGIOTENSIN-CONVERTING ENZYME,refined,train
1bkj,6.77,NADPH-FLAVIN OXIDOREDUCTASE,general,train
1bzh,6.77,PROTEIN-TYROSINE PHOSPHATASE 1B,general,train
1hk2,6.77,SERUM ALBUMIN,general,train
1mqd,6.77,GLUTAMATE RECEPTOR 2,general,train
1ms7,6.77,GLUTAMATE RECEPTOR 2,general,train
1o30,6.77,TRYPSIN BETA,refined,train
1o3j,6.77,TRYPSIN BETA,refined,train
1o3k,6.77,TRYPSIN BETA,general,train
1om1,6.77,"CASEIN KINASE II, ALPHA SUBUNIT",refined,train
1ony,6.77,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",refined,train
1qb1,6.77,TRYPSIN,refined,train
1y19,6.77,"PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE, TYPE",general,train
2c1a,6.77,CAMP-DEPENDENT PROTEIN KINASE,general,train
2hyy,6.77,TYROSINE-PROTEIN KINASE ABL1,general,train
2jdt,6.77,CAMP-DEPENDENT PROTEIN KINASE,general,train
2piz,6.77,CARBOXYPEPTIDASE B,general,train
2rvn,6.77,CHROMOBOX PROTEIN HOMOLOG 5,general,train
2vo7,6.77,"CAMP-DEPENDENT PROTEIN KINASE, ALPHA-CATALYTIC",general,train
2w10,6.77,GRB2-RELATED ADAPTOR PROTEIN 2,general,train
2x2m,6.77,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET,general,train
2xb9,6.77,3-DEHYDROQUINATE DEHYDRATASE,general,train
3evf,6.77,RNA-DIRECTED RNA POLYMERASE NS5,general,train
3fas,6.77,GLUTAMATE RECEPTOR 4,refined,train
3fvn,6.77,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1",refined,train
3gjt,6.77,CASPASE-3 SUBUNIT P17,general,train
3ine,6.77,BETA-SECRETASE 1,general,train
3m40,6.77,CARBONIC ANHYDRASE 2,refined,train
3zcz,6.77,D-ALANYL-D-ALANINE CARBOXYPEPTIDASE,general,train
4cwp,6.77,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
4gj7,6.77,RENIN,general,train
4hlm,6.77,TANKYRASE-2,general,train
4i10,6.77,BETA-SECRETASE 1,general,train
4j8t,6.77,ENGINEERED DIGOXIGENIN BINDER PROTEIN DIG10.2,general,train
4loi,6.77,STIMULATOR OF INTERFERON GENES PROTEIN,refined,train
4nzo,6.77,INOSITOL HEXAKISPHOSPHATE AND DIPHOSPHOINOSITOL,general,train
4p4f,6.77,GLUTAMATE CARBOXYPEPTIDASE 2,general,train
4x48,6.77,GLUTAMATE RECEPTOR 2,refined,train
4x63,6.77,PROTEIN ARGININE N-METHYLTRANSFERASE 5,general,train
4zup,6.77,ACETYLPOLYAMINE AMINOHYDROLASE,general,train
5ayt,6.77,TRANSTHYRETIN,refined,train
5c26,6.77,TYROSINE-PROTEIN KINASE SYK,general,train
5ecv,6.77,MALATE SYNTHASE G,general,train
5eue,6.77,PUTATIVE SPHINGOSINE-1-PHOSPHATE LYASE,general,train
5fh8,6.77,PROTEIN POLYBROMO-1,refined,train
5htb,6.77,SERINE/THREONINE-PROTEIN KINASE HASPIN,general,train
5jrq,6.77,SERINE/THREONINE-PROTEIN KINASE B-RAF,general,train
5khi,6.77,POTASSIUM/SODIUM HYPERPOLARIZATION-ACTIVATED CYCLIC,general,train
5mi5,6.77,O-GLCNACASE BT_4395,general,train
5ngs,6.77,"7,8-DIHYDRO-8-OXOGUANINE TRIPHOSPHATASE",general,train
5nvw,6.77,TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 2,refined,train
5nvz,6.77,ELONGIN-B,general,train
5ugh,6.77,S-ADENOSYLMETHIONINE SYNTHASE ISOFORM TYPE-2,general,train
3fal,6.78,RETINOIC ACID RECEPTOR RXR-ALPHA,general,train
3gcu,6.78,MITOGEN-ACTIVATED PROTEIN KINASE 14,refined,train
3kyf,6.78,PUTATIVE UNCHARACTERIZED PROTEIN,general,train
3l9l,6.78,"CAMP-DEPENDENT PROTEIN KINASE, ALPHA-CATALYTIC",general,train
4hnp,6.78,PROTEASOME COMPONENT Y7,general,train
4kqo,6.78,PENICILLIN-BINDING PROTEIN 3,general,train
4ui5,6.78,TANKYRASE-2,general,train
4wy7,6.78,FAB 4E10 HEAVY CHAIN,general,train
5ahu,6.78,FARNESYL PYROPHOSPHATE SYNTHASE,general,train
5gvp,6.78,SERINE HYDROXYMETHYLTRANSFERASE,general,train
5mte,6.78,PUTATIVE UNCHARACTERIZED PROTEIN ORF60T,general,train
5uzj,6.78,RHO-ASSOCIATED PROTEIN KINASE 1,general,train
5yh8,6.78,NICKEL ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN,refined,train
5zaf,6.78,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B,refined,train
6cho,6.78,PHOSPHOPANTETHEINE ADENYLYLTRANSFERASE,general,train
2rcb,6.79,GLUTAMATE [NMDA] RECEPTOR SUBUNIT 3B,refined,train
3su0,6.79,NS3/4A PROTEASE,refined,train
4i9s,6.79,CELLULAR RETINOIC ACID-BINDING PROTEIN 2,general,train
4l31,6.79,TANKYRASE-2,general,train
4ogj,6.79,BROMODOMAIN-CONTAINING PROTEIN 4,refined,train
4wkv,6.79,ACYL-HOMOSERINE LACTONE ACYLASE PVDQ,general,train
4xnv,6.79,"P2Y PURINOCEPTOR 1, RUBREDOXIN, P2Y PURINOCEPTOR 1",general,train
5dy5,6.79,NAD-DEPENDENT PROTEIN DEACETYLASE SIRTUIN-2,general,train
5nrf,6.79,CHITOTRIOSIDASE-1,general,train
5uga,6.79,EPIDERMAL GROWTH FACTOR RECEPTOR,general,train
5ugb,6.79,EPIDERMAL GROWTH FACTOR RECEPTOR,general,train
5y94,6.79,BROMODOMAIN-CONTAINING PROTEIN 4,refined,train
1bl6,6.8,MITOGEN-ACTIVATED PROTEIN KINASE P38,general,train
1fl3,6.8,BLUE FLUORESCENT ANTIBODY 19G2,refined,train
1mkd,6.8,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4D",general,train
1nq7,6.8,NUCLEAR RECEPTOR ROR-BETA,refined,train
1okx,6.8,ELASTASE 1,general,train
1p1n,6.8,GLUTAMATE RECEPTOR 2,refined,train
1ttv,6.8,E3 UBIQUITIN-PROTEIN LIGASE MDM2,general,train
1ung,6.8,CYCLIN-DEPENDENT KINASE 5,general,train
1y2e,6.8,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4D",general,train
2ai8,6.8,PEPTIDE DEFORMYLASE,general,train
2i0v,6.8,CFMS TYROSINE KINASE,general,train
2n3k,6.8,BROMODOMAIN-CONTAINING PROTEIN 4,general,train
2xhm,6.8,ANGIOTENSIN-CONVERTING ENZYME,refined,train
2xm8,6.8,SERINE/THREONINE-PROTEIN KINASE CHK2,general,train
2xnm,6.8,SERINE/THREONINE-PROTEIN KINASE NEK2,general,train
2xu3,6.8,CATHEPSIN L1,general,train
3c4c,6.8,SERINE/THREONINE-PROTEIN KINASE B-RAF,general,train
3c88,6.8,BOTULINUM NEUROTOXIN A LIGHT CHAIN,refined,train
3d94,6.8,INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR,general,train
3fui,6.8,LEUKOTRIENE A-4 HYDROLASE,general,train
3fv8,6.8,MITOGEN-ACTIVATED PROTEIN KINASE 10,general,train
3fx6,6.8,CARBOXYPEPTIDASE A1,refined,train
